CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,Satisfaction Score,Card Type,Point Earned,Saldo_Atividade,Produtos_Idade,Score_Idade,Churn_Real,Churn_Previsto,Probabilidade_Churn
516,0,1,37,8,0.0,1,1,0,101834.58,0,3,2,703,0.0,0.02702702702702703,13.945945945945946,0,0,0.00011498084
850,2,1,36,0,0.0,2,1,0,141242.57,0,3,3,863,0.0,0.05555555555555555,23.61111111111111,0,0,0.00011496363
538,2,0,31,0,0.0,2,0,0,179453.66,0,5,3,798,0.0,0.06451612903225806,17.35483870967742,0,0,0.00011492856
762,0,1,31,7,117687.35,1,1,1,159344.43,0,2,2,867,58843.675,0.03225806451612903,24.580645161290324,0,0,0.000114536124
589,2,0,46,10,0.0,2,0,1,168369.37,0,3,0,821,0.0,0.043478260869565216,12.804347826086957,0,0,0.00011453033
712,1,1,43,1,141749.74,2,0,1,90905.26,0,4,2,957,70874.87,0.046511627906976744,16.558139534883722,0,0,0.00011451701
696,1,0,31,8,122021.92,2,1,0,33828.64,0,3,3,896,122021.92,0.06451612903225806,22.451612903225808,0,0,0.00011437546
850,0,0,24,6,0.0,2,1,1,13159.9,0,3,0,899,0.0,0.08333333333333333,35.416666666666664,0,0,0.00011424379
688,0,1,26,1,0.0,2,1,1,104435.94,0,2,2,381,0.0,0.07692307692307693,26.46153846153846,0,0,0.00011389267
754,0,1,28,8,0.0,2,1,1,52615.62,0,4,0,497,0.0,0.07142857142857142,26.928571428571427,0,0,0.00011372674
571,0,1,38,1,121405.04,1,1,1,154844.22,0,4,1,585,60702.52,0.02631578947368421,15.026315789473685,0,0,0.000113690956
641,0,1,37,7,0.0,2,1,0,75248.3,0,2,2,516,0.0,0.05405405405405406,17.324324324324323,0,0,0.000113298636
666,0,0,32,10,112536.57,2,1,1,34350.54,0,3,3,281,56268.285,0.0625,20.8125,0,0,0.00011327034
680,0,1,36,3,116275.12,1,1,1,63795.8,0,4,1,883,58137.56,0.027777777777777776,18.88888888888889,0,0,0.000112988026
606,0,1,61,5,108166.09,2,0,1,8643.21,0,3,0,386,54083.045,0.03278688524590164,9.934426229508198,0,0,0.00011272642
539,0,0,22,0,100885.93,2,1,1,38772.65,0,5,1,725,50442.965,0.09090909090909091,24.5,0,0,0.000112613074
663,1,1,44,2,117028.6,2,0,1,144680.18,0,4,0,919,58514.3,0.045454545454545456,15.068181818181818,0,0,0.00011254608
538,1,0,28,6,164365.44,1,0,1,5698.97,0,4,0,659,82182.72,0.03571428571428571,19.214285714285715,0,0,0.000112470974
678,0,1,28,2,109137.12,1,1,1,58814.41,0,2,1,433,54568.56,0.03571428571428571,24.214285714285715,0,0,0.00011236635
655,0,1,24,9,107065.31,1,1,1,51959.82,0,5,1,873,53532.655,0.041666666666666664,27.291666666666668,0,0,0.00011226086
744,0,1,42,1,112419.92,1,1,1,83022.92,0,3,3,367,56209.96,0.023809523809523808,17.714285714285715,0,0,0.00011225744
596,2,1,20,3,187294.46,1,1,0,103456.47,0,4,0,719,187294.46,0.05,29.8,0,0,0.00011120883
665,0,0,34,1,96645.54,2,0,0,171413.66,0,3,0,798,96645.54,0.058823529411764705,19.558823529411764,0,0,0.00011112815
501,0,0,34,3,107747.57,1,1,0,9249.36,0,5,1,396,107747.57,0.029411764705882353,14.735294117647058,0,0,0.00011090955
521,0,1,38,6,0.0,2,1,0,51454.06,0,4,3,572,0.0,0.05263157894736842,13.710526315789474,0,0,0.000110826135
589,0,0,39,7,0.0,2,0,0,95985.64,0,5,0,359,0.0,0.05128205128205128,15.102564102564102,0,0,0.00011074806
538,1,1,25,5,62482.95,1,1,1,102758.43,0,2,1,933,31241.475,0.04,21.52,0,0,0.00011074257
718,0,1,37,8,0.0,2,1,1,142.81,0,5,1,720,0.0,0.05405405405405406,19.405405405405407,0,0,0.0001104792
754,0,0,35,4,0.0,2,1,0,44830.71,0,1,1,992,0.0,0.05714285714285714,21.542857142857144,0,0,0.00011042233
662,0,0,22,2,126362.57,2,1,1,97382.8,0,5,3,964,63181.285,0.09090909090909091,30.09090909090909,0,0,0.000110052315
683,1,0,32,0,138171.1,2,1,1,188203.58,0,1,0,433,69085.55,0.0625,21.34375,0,0,0.00011001475
730,0,0,37,1,0.0,2,1,1,124364.63,0,2,3,427,0.0,0.05405405405405406,19.72972972972973,0,0,0.00010986273
615,0,0,30,9,0.0,1,1,0,87347.82,0,3,3,437,0.0,0.03333333333333333,20.5,0,0,0.00010957595
741,0,1,32,5,0.0,1,1,1,64839.23,0,3,3,485,0.0,0.03125,23.15625,0,0,0.00010925179
635,2,1,41,1,0.0,2,1,0,175611.5,0,2,1,796,0.0,0.04878048780487805,15.487804878048781,0,0,0.00010923919
728,0,1,37,0,0.0,2,1,1,72203.8,0,1,2,851,0.0,0.05405405405405406,19.675675675675677,0,0,0.00010905445
544,0,1,38,8,0.0,1,1,1,98208.62,0,3,1,661,0.0,0.02631578947368421,14.31578947368421,0,0,0.000108930355
666,0,1,39,10,0.0,2,1,0,102999.33,0,5,3,888,0.0,0.05128205128205128,17.076923076923077,0,0,0.00010891893
548,0,0,37,9,0.0,2,0,0,98029.58,0,5,3,967,0.0,0.05405405405405406,14.81081081081081,0,0,0.00010889265
578,2,1,23,8,0.0,2,1,0,112124.98,0,3,0,240,0.0,0.08695652173913043,25.130434782608695,0,0,0.00010887189
683,1,0,39,2,100062.16,2,1,0,109201.43,0,3,3,829,100062.16,0.05128205128205128,17.512820512820515,0,0,0.000108786066
643,0,1,30,5,94443.77,1,1,1,165614.4,0,2,1,606,47221.885,0.03333333333333333,21.433333333333334,0,0,0.00010863699
589,0,0,21,3,0.0,2,0,1,55601.44,0,1,3,427,0.0,0.09523809523809523,28.047619047619047,0,0,0.0001083089
640,0,0,20,4,0.0,2,0,1,78310.82,0,5,3,670,0.0,0.1,32.0,0,0,0.00010823961
697,0,0,42,10,0.0,2,1,0,61312.15,0,5,1,867,0.0,0.047619047619047616,16.595238095238095,0,0,0.000108179454
463,0,1,35,2,101257.16,1,1,1,118113.64,0,4,2,900,50628.58,0.02857142857142857,13.228571428571428,0,0,0.00010755983
786,1,1,24,2,120135.55,2,1,1,125449.47,0,3,2,625,60067.775,0.08333333333333333,32.75,0,0,0.00010749185
595,2,0,30,5,100683.54,1,1,1,178361.04,0,3,3,376,50341.77,0.03333333333333333,19.833333333333332,0,0,0.00010715381
583,0,1,40,3,0.0,2,1,0,47728.0,0,5,2,648,0.0,0.05,14.575,0,0,0.000107116015
850,1,0,34,3,129668.43,2,1,1,88743.99,0,5,3,468,64834.215,0.058823529411764705,25.0,0,0,0.00010686178
594,0,0,49,4,0.0,2,1,1,23631.55,0,3,2,801,0.0,0.04081632653061224,12.122448979591837,0,0,0.00010676685
572,0,1,33,5,0.0,1,0,1,41139.05,0,4,3,404,0.0,0.030303030303030304,17.333333333333332,0,0,0.00010656027
521,0,0,39,6,0.0,2,0,1,27375.15,0,5,1,843,0.0,0.05128205128205128,13.35897435897436,0,0,0.00010650907
566,0,1,42,3,108010.78,1,1,1,157486.1,0,3,1,509,54005.39,0.023809523809523808,13.476190476190476,0,0,0.000106329346
448,0,0,36,6,83947.12,2,1,0,81999.53,0,4,3,524,83947.12,0.05555555555555555,12.444444444444445,0,0,0.00010632287
770,2,1,30,8,0.0,2,0,1,50839.85,0,3,1,597,0.0,0.06666666666666667,25.666666666666668,0,0,0.000106242594
649,1,1,70,9,116854.71,2,0,1,107125.79,0,3,0,989,58427.355,0.02857142857142857,9.271428571428572,0,0,0.000106209875
558,1,1,32,4,108235.91,1,1,1,143783.28,0,4,0,801,54117.955,0.03125,17.4375,0,0,0.00010620471
667,0,0,24,4,0.0,2,0,1,34335.55,0,5,0,560,0.0,0.08333333333333333,27.791666666666668,0,0,0.00010599923
699,0,1,29,3,125689.29,1,1,1,151623.71,0,1,0,503,62844.645,0.034482758620689655,24.103448275862068,0,0,0.00010595213
595,1,1,30,9,130682.11,2,1,1,57862.88,0,2,0,632,65341.055,0.06666666666666667,19.833333333333332,0,0,0.0001057426
450,0,1,29,7,117199.8,1,1,1,43480.63,0,2,1,483,58599.9,0.034482758620689655,15.517241379310345,0,0,0.00010553961
717,1,0,33,10,102185.42,2,1,0,23231.93,0,3,1,390,102185.42,0.06060606060606061,21.727272727272727,0,0,0.00010533973
464,0,0,33,10,147493.7,2,1,0,100447.53,0,4,0,801,147493.7,0.06060606060606061,14.06060606060606,0,0,0.00010478071
706,2,1,29,2,0.0,2,1,1,18255.51,0,1,3,868,0.0,0.06896551724137931,24.344827586206897,0,0,0.00010472857
681,0,1,36,5,141952.07,1,1,1,185144.08,0,5,3,385,70976.035,0.027777777777777776,18.916666666666668,0,0,0.00010384471
678,0,1,31,2,0.0,2,1,1,58803.28,0,1,0,888,0.0,0.06451612903225806,21.870967741935484,0,0,0.00010364428
535,2,1,35,8,118989.92,1,1,1,135536.72,0,5,0,895,59494.96,0.02857142857142857,15.285714285714286,0,0,0.0001035843
570,2,1,34,10,0.0,2,0,1,183387.12,0,4,3,568,0.0,0.058823529411764705,16.764705882352942,0,0,0.000103465936
597,0,0,24,1,103219.47,1,1,0,60420.07,0,3,1,827,103219.47,0.041666666666666664,24.875,0,0,0.00010312503
687,1,1,35,1,125141.24,2,1,1,148537.07,0,3,3,299,62570.62,0.05714285714285714,19.62857142857143,0,0,0.00010264264
562,0,1,36,6,0.0,2,1,0,32845.32,0,1,0,504,0.0,0.05555555555555555,15.61111111111111,0,0,0.00010262336
554,1,0,36,3,157780.93,2,1,0,6089.13,0,3,0,530,157780.93,0.05555555555555555,15.38888888888889,0,0,0.000102532584
687,0,0,30,6,0.0,2,0,0,179206.92,0,2,1,511,0.0,0.06666666666666667,22.9,0,0,0.00010214263
770,0,0,33,6,0.0,2,1,1,126131.9,0,2,0,497,0.0,0.06060606060606061,23.333333333333332,0,0,0.00010194276
498,0,0,30,1,0.0,2,0,0,135795.53,0,5,1,371,0.0,0.06666666666666667,16.6,0,0,0.00010182472
546,0,1,29,5,0.0,1,1,1,94823.95,0,4,1,986,0.0,0.034482758620689655,18.82758620689655,0,0,0.00010156773
621,0,1,39,6,0.0,2,1,1,58883.91,0,1,3,502,0.0,0.05128205128205128,15.923076923076923,0,0,0.00010147634
699,1,1,34,4,185173.81,2,1,0,120834.48,0,3,2,429,185173.81,0.058823529411764705,20.558823529411764,0,0,0.00010136696
633,0,0,36,6,125130.28,1,0,0,125961.48,0,5,1,465,125130.28,0.027777777777777776,17.583333333333332,0,0,0.00010123124
514,0,0,41,7,0.0,2,1,1,3756.65,0,3,3,697,0.0,0.04878048780487805,12.536585365853659,0,0,0.00010097913
702,2,1,39,8,0.0,2,1,0,99654.13,0,4,0,876,0.0,0.05128205128205128,18.0,0,0,0.00010089923
660,1,1,46,5,109019.65,2,1,1,33680.56,0,3,3,603,54509.825,0.043478260869565216,14.347826086956522,0,0,0.00010080278
667,0,1,23,1,0.0,2,1,0,91573.19,0,3,3,474,0.0,0.08695652173913043,29.0,0,0,0.00010079816
661,0,0,27,3,0.0,2,1,1,76889.79,0,2,3,969,0.0,0.07407407407407407,24.48148148148148,0,0,0.000100733596
615,2,1,41,1,126773.43,1,1,1,55551.26,0,2,3,774,63386.715,0.024390243902439025,15.0,0,0,0.00010062012
691,0,0,34,7,0.0,2,0,1,161559.12,0,5,2,591,0.0,0.058823529411764705,20.323529411764707,0,0,0.00010018039
683,2,0,36,7,0.0,2,1,0,104786.59,0,2,1,381,0.0,0.05555555555555555,18.97222222222222,0,0,0.000100156896
767,2,0,24,5,0.0,2,1,1,67445.85,0,4,1,900,0.0,0.08333333333333333,31.958333333333332,0,0,0.00010014142
744,0,0,43,10,147832.15,1,0,1,24234.11,0,3,3,982,73916.075,0.023255813953488372,17.302325581395348,0,0,0.00010006591
636,0,1,43,6,0.0,2,1,0,43128.95,0,5,2,748,0.0,0.046511627906976744,14.790697674418604,0,0,0.00010001411
469,2,1,35,5,0.0,2,1,0,186490.37,0,4,3,698,0.0,0.05714285714285714,13.4,0,0,9.989525e-05
641,0,1,31,9,112494.99,1,1,1,32231.6,0,4,1,565,56247.495,0.03225806451612903,20.677419354838708,0,0,9.971928e-05
471,2,1,26,8,0.0,2,1,1,179655.87,0,4,1,388,0.0,0.07692307692307693,18.115384615384617,0,0,9.967479e-05
695,0,1,46,4,0.0,2,1,1,137537.22,0,2,2,499,0.0,0.043478260869565216,15.108695652173912,0,0,9.932316e-05
614,0,1,38,2,116248.88,1,1,0,105140.92,0,3,0,762,116248.88,0.02631578947368421,16.157894736842106,0,0,9.9296834e-05
724,0,1,40,6,0.0,2,0,0,106149.48,0,3,2,437,0.0,0.05,18.1,0,0,9.9277524e-05
635,2,1,24,4,140197.18,1,1,1,142935.83,0,4,3,907,70098.59,0.041666666666666664,26.458333333333332,0,0,9.8689576e-05
568,2,0,26,6,0.0,2,0,0,166495.2,0,5,3,634,0.0,0.07692307692307693,21.846153846153847,0,0,9.858076e-05
666,0,0,34,9,115897.12,1,1,1,25095.03,0,1,3,427,57948.56,0.029411764705882353,19.58823529411765,0,0,9.857549e-05
678,0,0,43,7,178074.33,1,0,0,110405.9,0,3,0,853,178074.33,0.023255813953488372,15.767441860465116,0,0,9.83449e-05
593,2,0,38,4,88736.44,2,1,0,67020.03,0,5,2,910,88736.44,0.05263157894736842,15.605263157894736,0,0,9.821669e-05
504,1,1,42,7,131287.36,2,1,1,149697.78,0,4,1,809,65643.68,0.047619047619047616,12.0,0,0,9.8048906e-05
615,2,1,41,4,0.0,1,0,1,149278.96,0,2,2,404,0.0,0.024390243902439025,15.0,0,0,9.804114e-05
675,1,1,36,7,89409.95,1,1,1,149399.7,0,4,1,844,44704.975,0.027777777777777776,18.75,0,0,9.744574e-05
709,0,1,32,4,147307.91,1,0,1,40861.55,0,4,2,556,73653.955,0.03125,22.15625,0,0,9.726267e-05
682,2,1,46,7,128029.72,1,1,1,62615.35,0,3,1,586,64014.86,0.021739130434782608,14.826086956521738,0,0,9.69716e-05
666,1,0,37,2,158468.76,1,0,1,93266.01,0,3,0,630,79234.38,0.02702702702702703,18.0,0,0,9.6796524e-05
745,0,0,28,6,0.0,2,1,0,154389.18,0,4,3,649,0.0,0.07142857142857142,26.607142857142858,0,0,9.673784e-05
628,0,1,37,0,0.0,2,1,1,171707.93,0,4,1,668,0.0,0.05405405405405406,16.972972972972972,0,0,9.6240066e-05
767,0,0,35,6,115576.44,1,0,1,27922.45,0,3,2,633,57788.22,0.02857142857142857,21.914285714285715,0,0,9.5920775e-05
756,1,1,32,0,109528.16,2,1,1,56176.31,0,3,1,516,54764.08,0.0625,23.625,0,0,9.586518e-05
543,2,1,37,3,0.0,2,1,1,78915.68,0,2,2,701,0.0,0.05405405405405406,14.675675675675675,0,0,9.580715e-05
675,0,1,39,1,0.0,2,1,0,153129.22,0,1,0,791,0.0,0.05128205128205128,17.307692307692307,0,0,9.556352e-05
778,0,0,34,7,109564.1,1,0,1,113046.81,0,2,2,758,54782.05,0.029411764705882353,22.88235294117647,0,0,9.553664e-05
628,0,1,31,0,88421.81,1,0,0,72350.47,0,2,3,800,88421.81,0.03225806451612903,20.258064516129032,0,0,9.535289e-05
684,0,1,30,2,0.0,2,1,0,83473.82,0,4,0,699,0.0,0.06666666666666667,22.8,0,0,9.526209e-05
621,2,1,41,5,104631.67,1,1,1,95551.22,0,1,2,680,52315.835,0.024390243902439025,15.146341463414634,0,0,9.442461e-05
637,0,1,33,2,145731.83,1,0,1,109219.43,0,4,3,721,72865.915,0.030303030303030304,19.303030303030305,0,0,9.42838e-05
613,0,0,21,7,105627.95,1,1,1,36560.51,0,5,1,495,52813.975,0.047619047619047616,29.19047619047619,0,0,9.414832e-05
806,0,1,34,6,0.0,2,0,0,100809.99,0,3,3,780,0.0,0.058823529411764705,23.705882352941178,0,0,9.381618e-05
526,1,0,32,6,131938.92,2,1,1,1795.93,0,4,3,414,65969.46,0.0625,16.4375,0,0,9.376512e-05
674,0,0,26,10,0.0,2,1,1,138423.1,0,1,2,664,0.0,0.07692307692307693,25.923076923076923,0,0,9.368923e-05
479,0,1,34,5,117593.48,2,0,0,113308.29,0,4,2,513,117593.48,0.058823529411764705,14.088235294117647,0,0,9.352125e-05
571,0,0,47,7,0.0,2,0,0,112366.98,0,5,3,489,0.0,0.0425531914893617,12.148936170212766,0,0,9.341287e-05
663,0,1,24,7,0.0,2,1,1,166310.82,0,4,2,943,0.0,0.08333333333333333,27.625,0,0,9.3387396e-05
682,0,1,30,9,0.0,2,1,1,2053.42,0,5,3,456,0.0,0.06666666666666667,22.733333333333334,0,0,9.309647e-05
739,0,1,37,7,104960.46,1,0,1,80883.82,0,5,3,384,52480.23,0.02702702702702703,19.972972972972972,0,0,9.3052266e-05
706,2,1,42,9,0.0,2,1,1,28714.34,0,4,2,361,0.0,0.047619047619047616,16.80952380952381,0,0,9.29533e-05
594,1,1,41,2,122545.65,2,1,1,42050.24,0,2,0,866,61272.825,0.04878048780487805,14.487804878048781,0,0,9.294177e-05
484,0,0,32,3,0.0,2,1,1,139390.99,0,4,0,644,0.0,0.0625,15.125,0,0,9.2865404e-05
694,0,0,31,10,0.0,2,1,0,160990.27,0,3,3,673,0.0,0.06451612903225806,22.387096774193548,0,0,9.286354e-05
620,2,1,29,9,0.0,2,1,0,13133.88,0,4,2,367,0.0,0.06896551724137931,21.379310344827587,0,0,9.2743285e-05
529,0,1,28,9,0.0,2,1,1,52545.24,0,2,1,572,0.0,0.07142857142857142,18.892857142857142,0,0,9.2218914e-05
731,0,1,37,8,0.0,2,1,1,170338.35,0,1,0,856,0.0,0.05405405405405406,19.756756756756758,0,0,9.1557355e-05
614,0,0,34,5,0.0,2,1,0,185561.89,0,5,3,399,0.0,0.058823529411764705,18.058823529411764,0,0,9.1419955e-05
687,1,1,44,8,95368.14,2,1,1,1787.85,0,3,1,619,47684.07,0.045454545454545456,15.613636363636363,0,0,9.115463e-05
814,0,0,36,6,0.0,2,1,1,98657.01,0,5,3,780,0.0,0.05555555555555555,22.61111111111111,0,0,9.1041344e-05
624,2,0,35,7,119656.45,2,1,1,4595.05,0,1,0,839,59828.225,0.05714285714285714,17.82857142857143,0,0,9.104065e-05
574,0,1,34,1,112572.39,1,0,0,165626.6,0,3,1,788,112572.39,0.029411764705882353,16.88235294117647,0,0,9.098632e-05
543,1,1,30,6,73481.05,1,1,1,176692.65,0,3,1,683,36740.525,0.03333333333333333,18.1,0,0,9.093653e-05
795,1,1,38,7,125903.22,2,1,1,127068.92,0,5,1,912,62951.61,0.05263157894736842,20.92105263157895,0,0,9.0894486e-05
614,0,1,44,6,0.0,2,0,1,104930.46,0,3,1,371,0.0,0.045454545454545456,13.954545454545455,0,0,9.0664566e-05
656,2,0,32,1,104254.27,1,1,1,17034.37,0,3,2,715,52127.135,0.03125,20.5,0,0,9.063405e-05
606,2,1,34,3,161572.24,1,0,1,191076.22,0,3,2,893,80786.12,0.029411764705882353,17.823529411764707,0,0,9.061427e-05
637,0,0,36,9,166939.88,1,1,1,72504.76,0,1,2,454,83469.94,0.027777777777777776,17.694444444444443,0,0,9.055371e-05
575,2,0,30,8,0.0,2,1,0,185341.63,0,3,1,597,0.0,0.06666666666666667,19.166666666666668,0,0,9.041126e-05
598,2,1,27,8,90721.52,2,1,0,109296.18,0,1,1,698,90721.52,0.07407407407407407,22.14814814814815,0,0,9.02383e-05
666,0,0,38,6,127043.09,1,1,1,8247.0,0,3,0,965,63521.545,0.02631578947368421,17.526315789473685,0,0,9.012737e-05
623,0,1,23,1,106012.2,2,0,1,191415.94,0,2,1,919,53006.1,0.08695652173913043,27.08695652173913,0,0,9.009119e-05
724,2,1,45,5,83888.54,1,0,1,34121.81,0,3,3,559,41944.27,0.022222222222222223,16.08888888888889,0,0,9.005074e-05
750,0,0,26,1,151510.17,2,1,1,19921.72,0,5,2,433,75755.085,0.07692307692307693,28.846153846153847,0,0,8.963103e-05
713,0,0,25,4,121172.97,1,1,1,56268.98,0,3,1,993,60586.485,0.04,28.52,0,0,8.943825e-05
748,2,0,40,4,0.0,2,1,0,132368.47,0,3,0,770,0.0,0.05,18.7,0,0,8.9426816e-05
576,2,1,19,6,0.0,2,0,0,72306.07,0,2,1,600,0.0,0.10526315789473684,30.31578947368421,0,0,8.941565e-05
549,0,1,31,4,0.0,2,0,1,25684.85,0,1,2,427,0.0,0.06451612903225806,17.70967741935484,0,0,8.9365356e-05
698,0,1,29,5,95167.55,1,1,1,152723.23,0,1,0,415,47583.775,0.034482758620689655,24.06896551724138,0,0,8.9328554e-05
678,2,0,27,5,87099.85,2,1,0,149550.95,0,2,3,957,87099.85,0.07407407407407407,25.11111111111111,0,0,8.930504e-05
723,2,1,38,6,0.0,2,1,1,94415.6,0,2,2,500,0.0,0.05263157894736842,19.026315789473685,0,0,8.9269626e-05
584,2,0,30,5,0.0,2,1,1,185201.58,0,2,3,564,0.0,0.06666666666666667,19.466666666666665,0,0,8.926528e-05
473,0,0,25,6,110666.42,2,0,0,46758.42,0,3,3,442,110666.42,0.08,18.92,0,0,8.925686e-05
732,1,1,42,9,108748.08,2,1,1,65323.11,0,1,0,932,54374.04,0.047619047619047616,17.428571428571427,0,0,8.890204e-05
752,0,1,33,4,0.0,2,1,1,39570.78,0,2,3,409,0.0,0.06060606060606061,22.78787878787879,0,0,8.865881e-05
660,2,0,33,1,0.0,2,0,0,117834.91,0,1,2,485,0.0,0.06060606060606061,20.0,0,0,8.859391e-05
548,0,1,29,5,83442.98,1,0,1,177017.39,0,3,1,967,41721.49,0.034482758620689655,18.896551724137932,0,0,8.847672e-05
599,1,1,39,2,188976.89,2,0,1,176142.09,0,3,3,729,94488.445,0.05128205128205128,15.35897435897436,0,0,8.837629e-05
536,0,1,32,7,178011.5,2,1,0,22375.14,0,4,1,454,178011.5,0.0625,16.75,0,0,8.720462e-05
711,0,0,34,6,0.0,2,1,1,175310.38,0,2,0,408,0.0,0.058823529411764705,20.91176470588235,0,0,8.6940905e-05
559,0,0,42,7,0.0,2,1,1,190040.29,0,3,0,822,0.0,0.047619047619047616,13.30952380952381,0,0,8.678155e-05
633,2,0,33,4,92855.02,1,1,1,159813.18,0,3,3,804,46427.51,0.030303030303030304,19.181818181818183,0,0,8.6769214e-05
634,1,1,37,3,111432.77,2,1,1,167032.49,0,4,1,558,55716.385,0.05405405405405406,17.135135135135137,0,0,8.6546424e-05
611,2,1,34,4,0.0,2,1,0,170950.58,0,4,0,911,0.0,0.058823529411764705,17.970588235294116,0,0,8.653669e-05
529,2,1,34,9,0.0,1,1,1,93208.22,0,3,0,562,0.0,0.029411764705882353,15.558823529411764,0,0,8.6410604e-05
567,0,0,38,1,125877.65,2,1,1,107841.77,0,5,0,511,62938.825,0.05263157894736842,14.921052631578947,0,0,8.6395856e-05
742,0,1,39,8,140004.96,1,1,1,92985.78,0,3,3,436,70002.48,0.02564102564102564,19.025641025641026,0,0,8.6052e-05
607,0,0,33,8,91301.72,1,0,1,130824.57,0,5,0,480,45650.86,0.030303030303030304,18.393939393939394,0,0,8.599556e-05
642,0,1,62,7,0.0,2,1,1,61120.75,0,3,3,729,0.0,0.03225806451612903,10.35483870967742,0,0,8.582394e-05
751,2,1,38,7,0.0,2,0,0,90839.61,0,3,2,654,0.0,0.05263157894736842,19.763157894736842,0,0,8.572889e-05
672,0,0,34,1,142151.75,2,1,1,168753.34,0,2,0,851,71075.875,0.058823529411764705,19.764705882352942,0,0,8.571263e-05
792,0,1,30,1,127187.86,1,1,1,113553.42,0,3,3,921,63593.93,0.03333333333333333,26.4,0,0,8.569293e-05
548,1,1,32,5,175214.71,1,1,1,155165.61,0,5,0,574,87607.355,0.03125,17.125,0,0,8.550959e-05
530,0,1,25,9,162560.32,1,1,0,64129.03,0,5,3,451,162560.32,0.04,21.2,0,0,8.525751e-05
629,1,1,35,8,112330.83,1,1,1,91001.02,0,3,1,556,56165.415,0.02857142857142857,17.97142857142857,0,0,8.52198e-05
549,0,0,25,5,0.0,2,0,0,190857.79,0,3,2,549,0.0,0.08,21.96,0,0,8.5067724e-05
723,0,1,21,4,0.0,2,0,0,24847.02,0,1,3,823,0.0,0.09523809523809523,34.42857142857143,0,0,8.4995474e-05
649,2,1,20,5,0.0,2,1,1,58309.54,0,5,2,496,0.0,0.1,32.45,0,0,8.469724e-05
627,2,0,28,3,157597.61,1,0,1,34097.22,0,3,2,768,78798.805,0.03571428571428571,22.392857142857142,0,0,8.416297e-05
695,2,1,35,7,0.0,2,1,0,160387.98,0,5,2,950,0.0,0.05714285714285714,19.857142857142858,0,0,8.407449e-05
582,0,0,32,1,116409.55,1,0,1,152790.92,0,4,3,519,58204.775,0.03125,18.1875,0,0,8.398819e-05
706,0,1,32,6,94486.47,1,1,1,146949.74,0,5,0,904,47243.235,0.03125,22.0625,0,0,8.392878e-05
641,2,0,40,4,101090.27,1,1,1,51703.09,0,5,1,447,50545.135,0.025,16.025,0,0,8.318895e-05
613,0,1,44,3,0.0,2,0,1,136491.72,0,5,1,462,0.0,0.045454545454545456,13.931818181818182,0,0,8.315279e-05
520,2,0,30,4,145222.99,2,0,0,145160.96,0,3,1,779,145222.99,0.06666666666666667,17.333333333333332,0,0,8.3127175e-05
541,0,1,29,7,127504.57,1,0,0,86173.92,0,4,0,647,127504.57,0.034482758620689655,18.655172413793103,0,0,8.2897524e-05
742,0,1,31,4,105239.1,1,1,1,19700.24,0,3,0,790,52619.55,0.03225806451612903,23.93548387096774,0,0,8.271686e-05
629,1,1,28,8,108601.0,1,1,1,119647.7,0,1,1,756,54300.5,0.03571428571428571,22.464285714285715,0,0,8.223921e-05
567,0,1,36,7,0.0,2,0,1,3896.08,0,5,1,914,0.0,0.05555555555555555,15.75,0,0,8.190378e-05
574,2,1,30,5,120355.0,1,1,0,137793.35,0,3,3,420,120355.0,0.03333333333333333,19.133333333333333,0,0,8.178819e-05
531,1,0,32,0,109570.21,2,1,1,172049.84,0,3,1,584,54785.105,0.0625,16.59375,0,0,8.171195e-05
626,1,0,23,6,85897.95,1,1,0,109742.8,0,2,3,906,85897.95,0.043478260869565216,27.217391304347824,0,0,8.1638194e-05
670,0,1,37,2,0.0,2,1,1,54229.74,0,5,3,407,0.0,0.05405405405405406,18.10810810810811,0,0,8.151357e-05
625,0,1,22,9,0.0,2,1,0,157072.91,0,2,2,599,0.0,0.09090909090909091,28.40909090909091,0,0,8.149204e-05
693,0,1,31,2,0.0,2,1,1,107759.31,0,1,2,863,0.0,0.06451612903225806,22.35483870967742,0,0,8.1276135e-05
655,2,0,27,9,0.0,2,0,0,108008.05,0,2,0,730,0.0,0.07407407407407407,24.25925925925926,0,0,8.1077815e-05
702,0,0,29,6,149218.39,1,1,1,9633.01,0,3,0,739,74609.195,0.034482758620689655,24.20689655172414,0,0,8.095791e-05
674,0,1,36,2,154525.7,1,0,1,27468.72,0,4,2,945,77262.85,0.027777777777777776,18.72222222222222,0,0,8.095351e-05
724,0,0,30,9,142475.87,1,1,1,107848.24,0,3,3,399,71237.935,0.03333333333333333,24.133333333333333,0,0,8.056176e-05
601,0,1,41,1,123971.16,1,0,1,172814.99,0,3,1,543,61985.58,0.024390243902439025,14.658536585365853,0,0,8.046863e-05
768,0,1,25,6,0.0,2,1,1,21215.67,0,3,2,928,0.0,0.08,30.72,0,0,8.002289e-05
686,1,0,43,5,154846.24,2,1,1,151903.6,0,5,0,546,77423.12,0.046511627906976744,15.953488372093023,0,0,7.988146e-05
633,0,1,35,10,0.0,2,1,0,65675.47,0,1,0,898,0.0,0.05714285714285714,18.085714285714285,0,0,7.977595e-05
564,0,1,31,4,0.0,2,1,0,53520.03,0,4,2,363,0.0,0.06451612903225806,18.193548387096776,0,0,7.8095094e-05
